Variety,Year,Site,County,Region,Yield
TROON,2005,Strabane,Tyrone,West,7.12
CARAFE,2005,Strabane,Tyrone,West,NA
CELLAR,2005,Strabane,Tyrone,West,NA
CHALICE,2005,Strabane,Tyrone,West,7.12
OPTIC,2005,Strabane,Tyrone,West,7.02
DECANTER,2005,Strabane,Tyrone,West,NA
APPALOOSA,2005,Strabane,Tyrone,West,7.11
POKER,2005,Strabane,Tyrone,West,7.74
CRIBBAGE,2005,Strabane,Tyrone,West,7.41
PUTNEY,2005,Strabane,Tyrone,West,6.76
WAGGON,2005,Strabane,Tyrone,West,7.92
TOCADA,2005,Strabane,Tyrone,West,7.65
WICKET,2005,Strabane,Tyrone,West,7.62
POWER,2005,Strabane,Tyrone,West,7.6
DOYEN,2005,Strabane,Tyrone,West,7.32
SPIRE,2005,Strabane,Tyrone,West,NA
REBECCA,2005,Strabane,Tyrone,West,6.64
KIRSTY,2005,Strabane,Tyrone,West,7.04
STATIC,2005,Strabane,Tyrone,West,7.16
RIVIERA,2005,Strabane,Tyrone,West,7.11
HYDRA,2005,Strabane,Tyrone,West,NA
BEATRIX,2005,Strabane,Tyrone,West,7.85
CENTURION,2005,Strabane,Tyrone,West,7.59
NFC_TIPPLE,2005,Crossnacreevy,Down,West,7.86
OXBRIDGE,2005,Crossnacreevy,Down,West,7.3
COCKTAIL,2005,Crossnacreevy,Down,West,7.83
WESTMINSTER,2005,Crossnacreevy,Down,West,7.51
TROON,2005,Crossnacreevy,Down,West,7.39
CARAFE,2005,Crossnacreevy,Down,West,7.55
CELLAR,2005,Crossnacreevy,Down,West,7.01
CHALICE,2005,Crossnacreevy,Down,West,7.29
OPTIC,2005,Crossnacreevy,Down,West,7.35
DECANTER,2005,Crossnacreevy,Down,West,NA
APPALOOSA,2005,Crossnacreevy,Down,West,7.56
POKER,2005,Crossnacreevy,Down,West,7.42
CRIBBAGE,2005,Crossnacreevy,Down,West,7.29
PUTNEY,2005,Crossnacreevy,Down,West,7.75
WAGGON,2005,Crossnacreevy,Down,West,8.13
TOCADA,2005,Crossnacreevy,Down,West,7.84
WICKET,2005,Crossnacreevy,Down,West,7.62
POWER,2005,Crossnacreevy,Down,West,7.64
DOYEN,2005,Crossnacreevy,Down,West,7.51
SPIRE,2005,Crossnacreevy,Down,West,7.5
REBECCA,2005,Crossnacreevy,Down,West,7.39
KIRSTY,2005,Crossnacreevy,Down,West,7.11
STATIC,2005,Crossnacreevy,Down,West,7.68
RIVIERA,2005,Crossnacreevy,Down,West,7.44
HYDRA,2005,Crossnacreevy,Down,West,7.55
BEATRIX,2005,Crossnacreevy,Down,West,8.05
CENTURION,2005,Crossnacreevy,Down,West,7.75
OPTIC,2006,Wymondham,Norfolk,East,7.67
RIVIERA,2006,Wymondham,Norfolk,East,6.99
STATIC,2006,Wymondham,Norfolk,East,7.25
COCKTAIL,2006,Wymondham,Norfolk,East,7.6
NFC_TIPPLE,2006,Wymondham,Norfolk,East,7.79
CHALICE,2006,Wymondham,Norfolk,East,NA
DECANTER,2006,Wymondham,Norfolk,East,NA
CELLAR,2006,Wymondham,Norfolk,East,7.45
PEWTER,2006,Wymondham,Norfolk,East,NA
SPIRE,2006,Wymondham,Norfolk,East,NA
KIRSTY,2006,Wymondham,Norfolk,East,NA
TROON,2006,Wymondham,Norfolk,East,7.19
CARAFE,2006,Wymondham,Norfolk,East,NA
DOYEN,2006,Wymondham,Norfolk,East,7.65
REBECCA,2006,Wymondham,Norfolk,East,NA
POWER,2006,Wymondham,Norfolk,East,7.66
HENLEY,2006,Wymondham,Norfolk,East,NA
WESTMINSTER,2006,Wymondham,Norfolk,East,7.3
OXBRIDGE,2006,Wymondham,Norfolk,East,7.27
TOCADA,2006,Wymondham,Norfolk,East,7.63
WAGGON,2006,Wymondham,Norfolk,East,7.67
WICKET,2006,Wymondham,Norfolk,East,7.66
APPALOOSA,2006,Wymondham,Norfolk,East,7.33
POKER,2006,Wymondham,Norfolk,East,8.08
TARTAN,2006,Wymondham,Norfolk,East,7.28
PUBLICAN,2006,Wymondham,Norfolk,East,7.95
QUENCH,2006,Wymondham,Norfolk,East,8.03
TAPHOUSE,2006,Wymondham,Norfolk,East,7.97
PRAGUE,2006,Wymondham,Norfolk,East,7.75
OPTIC,2006,Eye,Suffolk,East,6.52
RIVIERA,2006,Eye,Suffolk,East,6.3
STATIC,2006,Eye,Suffolk,East,4.84
COCKTAIL,2006,Eye,Suffolk,East,6.36
NFC_TIPPLE,2006,Eye,Suffolk,East,5.97
CHALICE,2006,Eye,Suffolk,East,NA
DECANTER,2006,Eye,Suffolk,East,NA
CELLAR,2006,Eye,Suffolk,East,5.55
PEWTER,2006,Eye,Suffolk,East,NA
SPIRE,2006,Eye,Suffolk,East,NA
KIRSTY,2006,Eye,Suffolk,East,NA
TROON,2006,Eye,Suffolk,East,NA
CARAFE,2006,Eye,Suffolk,East,NA
DOYEN,2006,Eye,Suffolk,East,5.89
REBECCA,2006,Eye,Suffolk,East,NA
POWER,2006,Eye,Suffolk,East,5.45
HENLEY,2006,Eye,Suffolk,East,NA
WESTMINSTER,2006,Eye,Suffolk,East,5.52
OXBRIDGE,2006,Eye,Suffolk,East,NA
TOCADA,2006,Eye,Suffolk,East,6.83
WAGGON,2006,Eye,Suffolk,East,5.97
WICKET,2006,Eye,Suffolk,East,6.18
APPALOOSA,2006,Eye,Suffolk,East,NA
POKER,2006,Eye,Suffolk,East,NA
TARTAN,2006,Eye,Suffolk,East,5.99
PUBLICAN,2006,Eye,Suffolk,East,6.17
QUENCH,2006,Eye,Suffolk,East,6.54
TAPHOUSE,2006,Eye,Suffolk,East,6.12
PRAGUE,2006,Eye,Suffolk,East,6.55
OPTIC,2006,Bowsden,Northumberland,North,8.89
RIVIERA,2006,Bowsden,Northumberland,North,9.34
STATIC,2006,Bowsden,Northumberland,North,9.51
COCKTAIL,2006,Bowsden,Northumberland,North,9.26
NFC_TIPPLE,2006,Bowsden,Northumberland,North,10.02
CHALICE,2006,Bowsden,Northumberland,North,9.02
DECANTER,2006,Bowsden,Northumberland,North,9.04
CELLAR,2006,Bowsden,Northumberland,North,9.24
PEWTER,2006,Bowsden,Northumberland,North,NA
SPIRE,2006,Bowsden,Northumberland,North,NA
KIRSTY,2006,Bowsden,Northumberland,North,NA
TROON,2006,Bowsden,Northumberland,North,9.08
CARAFE,2006,Bowsden,Northumberland,North,NA
DOYEN,2006,Bowsden,Northumberland,North,9.61
REBECCA,2006,Bowsden,Northumberland,North,8.96
POWER,2006,Bowsden,Northumberland,North,10.03
HENLEY,2006,Bowsden,Northumberland,North,NA
WESTMINSTER,2006,Bowsden,Northumberland,North,9.02
OXBRIDGE,2006,Bowsden,Northumberland,North,9.85
TOCADA,2006,Bowsden,Northumberland,North,10.12
WAGGON,2006,Bowsden,Northumberland,North,9.48
WICKET,2006,Bowsden,Northumberland,North,9.74
APPALOOSA,2006,Bowsden,Northumberland,North,8.88
POKER,2006,Bowsden,Northumberland,North,9.3
TARTAN,2006,Bowsden,Northumberland,North,9.6
PUBLICAN,2006,Bowsden,Northumberland,North,9.88
QUENCH,2006,Bowsden,Northumberland,North,9.46
TAPHOUSE,2006,Bowsden,Northumberland,North,10
PRAGUE,2006,Bowsden,Northumberland,North,10.04
OPTIC,2006,Ince Blundell,Merseyside,West,5
RIVIERA,2006,Ince Blundell,Merseyside,West,5.69
STATIC,2006,Ince Blundell,Merseyside,West,5.6
COCKTAIL,2006,Ince Blundell,Merseyside,West,5.49
NFC_TIPPLE,2006,Ince Blundell,Merseyside,West,5.84
CHALICE,2006,Ince Blundell,Merseyside,West,NA
DECANTER,2006,Ince Blundell,Merseyside,West,NA
CELLAR,2006,Ince Blundell,Merseyside,West,NA
PEWTER,2006,Ince Blundell,Merseyside,West,NA
SPIRE,2006,Ince Blundell,Merseyside,West,NA
KIRSTY,2006,Ince Blundell,Merseyside,West,NA
TROON,2006,Ince Blundell,Merseyside,West,NA
CARAFE,2006,Ince Blundell,Merseyside,West,NA
DOYEN,2006,Ince Blundell,Merseyside,West,5.51
REBECCA,2006,Ince Blundell,Merseyside,West,5.4
POWER,2006,Ince Blundell,Merseyside,West,5.52
HENLEY,2006,Ince Blundell,Merseyside,West,NA
WESTMINSTER,2006,Ince Blundell,Merseyside,West,5.67
OXBRIDGE,2006,Ince Blundell,Merseyside,West,NA
TOCADA,2006,Ince Blundell,Merseyside,West,5.94
WAGGON,2006,Ince Blundell,Merseyside,West,5.5
WICKET,2006,Ince Blundell,Merseyside,West,5.65
APPALOOSA,2006,Ince Blundell,Merseyside,West,NA
POKER,2006,Ince Blundell,Merseyside,West,5.86
TARTAN,2006,Ince Blundell,Merseyside,West,5.94
PUBLICAN,2006,Ince Blundell,Merseyside,West,5.75
QUENCH,2006,Ince Blundell,Merseyside,West,6.02
TAPHOUSE,2006,Ince Blundell,Merseyside,West,6.12
PRAGUE,2006,Ince Blundell,Merseyside,West,5.52
OPTIC,2006,Shrewton,Wiltshire,West,7.28
RIVIERA,2006,Shrewton,Wiltshire,West,7.17
STATIC,2006,Shrewton,Wiltshire,West,7.01
COCKTAIL,2006,Shrewton,Wiltshire,West,7.37
NFC_TIPPLE,2006,Shrewton,Wiltshire,West,7.47
CHALICE,2006,Shrewton,Wiltshire,West,NA
DECANTER,2006,Shrewton,Wiltshire,West,NA
CELLAR,2006,Shrewton,Wiltshire,West,7.03
PEWTER,2006,Shrewton,Wiltshire,West,NA
SPIRE,2006,Shrewton,Wiltshire,West,NA
KIRSTY,2006,Shrewton,Wiltshire,West,NA
TROON,2006,Shrewton,Wiltshire,West,7.46
CARAFE,2006,Shrewton,Wiltshire,West,NA
DOYEN,2006,Shrewton,Wiltshire,West,7.2
REBECCA,2006,Shrewton,Wiltshire,West,NA
POWER,2006,Shrewton,Wiltshire,West,7.81
HENLEY,2006,Shrewton,Wiltshire,West,NA
WESTMINSTER,2006,Shrewton,Wiltshire,West,7.33
OXBRIDGE,2006,Shrewton,Wiltshire,West,NA
TOCADA,2006,Shrewton,Wiltshire,West,7.8
WAGGON,2006,Shrewton,Wiltshire,West,7.45
WICKET,2006,Shrewton,Wiltshire,West,7.43
APPALOOSA,2006,Shrewton,Wiltshire,West,NA
POKER,2006,Shrewton,Wiltshire,West,NA
TARTAN,2006,Shrewton,Wiltshire,West,7.21
PUBLICAN,2006,Shrewton,Wiltshire,West,7.51
QUENCH,2006,Shrewton,Wiltshire,West,7.7
TAPHOUSE,2006,Shrewton,Wiltshire,West,7.75
PRAGUE,2006,Shrewton,Wiltshire,West,7.41
OPTIC,2006,Perth,Perth and Kinross,North,6.88
RIVIERA,2006,Perth,Perth and Kinross,North,6.39
STATIC,2006,Perth,Perth and Kinross,North,5.97
COCKTAIL,2006,Perth,Perth and Kinross,North,6.54
NFC_TIPPLE,2006,Perth,Perth and Kinross,North,6.76
CHALICE,2006,Perth,Perth and Kinross,North,5.97
DECANTER,2006,Perth,Perth and Kinross,North,6.6
CELLAR,2006,Perth,Perth and Kinross,North,6.25
PEWTER,2006,Perth,Perth and Kinross,North,NA
SPIRE,2006,Perth,Perth and Kinross,North,NA
KIRSTY,2006,Perth,Perth and Kinross,North,NA
TROON,2006,Perth,Perth and Kinross,North,6.19
CARAFE,2006,Perth,Perth and Kinross,North,NA
DOYEN,2006,Perth,Perth and Kinross,North,6.08
REBECCA,2006,Perth,Perth and Kinross,North,7.09
POWER,2006,Perth,Perth and Kinross,North,6.98
HENLEY,2006,Perth,Perth and Kinross,North,NA
WESTMINSTER,2006,Perth,Perth and Kinross,North,6.36
OXBRIDGE,2006,Perth,Perth and Kinross,North,6.6
TOCADA,2006,Perth,Perth and Kinross,North,7.2
WAGGON,2006,Perth,Perth and Kinross,North,7.15
WICKET,2006,Perth,Perth and Kinross,North,6.99
APPALOOSA,2006,Perth,Perth and Kinross,North,6.94
POKER,2006,Perth,Perth and Kinross,North,6.96
TARTAN,2006,Perth,Perth and Kinross,North,6.44
PUBLICAN,2006,Perth,Perth and Kinross,North,7.23
QUENCH,2006,Perth,Perth and Kinross,North,7.47
TAPHOUSE,2006,Perth,Perth and Kinross,North,7.16
PRAGUE,2006,Perth,Perth and Kinross,North,6.92
OPTIC,2006,Longniddry,East Lothian,North,8.12
RIVIERA,2006,Longniddry,East Lothian,North,7.96
STATIC,2006,Longniddry,East Lothian,North,8.16
COCKTAIL,2006,Longniddry,East Lothian,North,8.21
NFC_TIPPLE,2006,Longniddry,East Lothian,North,8.58
CHALICE,2006,Longniddry,East Lothian,North,8.04
DECANTER,2006,Longniddry,East Lothian,North,7.78
CELLAR,2006,Longniddry,East Lothian,North,8.19
PEWTER,2006,Longniddry,East Lothian,North,NA
SPIRE,2006,Longniddry,East Lothian,North,NA
KIRSTY,2006,Longniddry,East Lothian,North,NA
TROON,2006,Longniddry,East Lothian,North,8.26
CARAFE,2006,Longniddry,East Lothian,North,NA
DOYEN,2006,Longniddry,East Lothian,North,8.22
REBECCA,2006,Longniddry,East Lothian,North,8.14
POWER,2006,Longniddry,East Lothian,North,8.29
HENLEY,2006,Longniddry,East Lothian,North,NA
WESTMINSTER,2006,Longniddry,East Lothian,North,8.15
OXBRIDGE,2006,Longniddry,East Lothian,North,8.32
TOCADA,2006,Longniddry,East Lothian,North,8.28
WAGGON,2006,Longniddry,East Lothian,North,8.71
WICKET,2006,Longniddry,East Lothian,North,8.9
APPALOOSA,2006,Longniddry,East Lothian,North,8.24
POKER,2006,Longniddry,East Lothian,North,8.82
TARTAN,2006,Longniddry,East Lothian,North,8.09
PUBLICAN,2006,Longniddry,East Lothian,North,8.26
QUENCH,2006,Longniddry,East Lothian,North,8.39
TAPHOUSE,2006,Longniddry,East Lothian,North,8.49
PRAGUE,2006,Longniddry,East Lothian,North,8.32
OPTIC,2006,Abergavenny,Monmouthshire,West,7.23
RIVIERA,2006,Abergavenny,Monmouthshire,West,7.71
STATIC,2006,Abergavenny,Monmouthshire,West,7.76
COCKTAIL,2006,Abergavenny,Monmouthshire,West,7.57
NFC_TIPPLE,2006,Abergavenny,Monmouthshire,West,7.41
CHALICE,2006,Abergavenny,Monmouthshire,West,NA
DECANTER,2006,Abergavenny,Monmouthshire,West,NA
CELLAR,2006,Abergavenny,Monmouthshire,West,7.08
PEWTER,2006,Abergavenny,Monmouthshire,West,NA
SPIRE,2006,Abergavenny,Monmouthshire,West,NA
KIRSTY,2006,Abergavenny,Monmouthshire,West,NA
TROON,2006,Abergavenny,Monmouthshire,West,NA
CARAFE,2006,Abergavenny,Monmouthshire,West,NA
DOYEN,2006,Abergavenny,Monmouthshire,West,7.36
REBECCA,2006,Abergavenny,Monmouthshire,West,NA
POWER,2006,Abergavenny,Monmouthshire,West,7.82
HENLEY,2006,Abergavenny,Monmouthshire,West,NA
WESTMINSTER,2006,Abergavenny,Monmouthshire,West,7.66
OXBRIDGE,2006,Abergavenny,Monmouthshire,West,NA
TOCADA,2006,Abergavenny,Monmouthshire,West,8.54
WAGGON,2006,Abergavenny,Monmouthshire,West,8
WICKET,2006,Abergavenny,Monmouthshire,West,7.91
APPALOOSA,2006,Abergavenny,Monmouthshire,West,NA
POKER,2006,Abergavenny,Monmouthshire,West,NA
TARTAN,2006,Abergavenny,Monmouthshire,West,7.47
PUBLICAN,2006,Abergavenny,Monmouthshire,West,7.83
QUENCH,2006,Abergavenny,Monmouthshire,West,8.34
TAPHOUSE,2006,Abergavenny,Monmouthshire,West,7.89
PRAGUE,2006,Abergavenny,Monmouthshire,West,8
OPTIC,2006,Strabane,Tyrone,West,6.66
RIVIERA,2006,Strabane,Tyrone,West,6.87
STATIC,2006,Strabane,Tyrone,West,6.25
COCKTAIL,2006,Strabane,Tyrone,West,7.02
NFC_TIPPLE,2006,Strabane,Tyrone,West,7.02
CHALICE,2006,Strabane,Tyrone,West,NA
DECANTER,2006,Strabane,Tyrone,West,NA
CELLAR,2006,Strabane,Tyrone,West,6.36
PEWTER,2006,Strabane,Tyrone,West,NA
SPIRE,2006,Strabane,Tyrone,West,NA
KIRSTY,2006,Strabane,Tyrone,West,6.31
TROON,2006,Strabane,Tyrone,West,6.53
CARAFE,2006,Strabane,Tyrone,West,NA
DOYEN,2006,Strabane,Tyrone,West,6.81
REBECCA,2006,Strabane,Tyrone,West,7.04
POWER,2006,Strabane,Tyrone,West,6.36
HENLEY,2006,Strabane,Tyrone,West,NA
WESTMINSTER,2006,Strabane,Tyrone,West,7.02
OXBRIDGE,2006,Strabane,Tyrone,West,6.75
TOCADA,2006,Strabane,Tyrone,West,7.47
WAGGON,2006,Strabane,Tyrone,West,7.29
WICKET,2006,Strabane,Tyrone,West,7.27
APPALOOSA,2006,Strabane,Tyrone,West,7.07
POKER,2006,Strabane,Tyrone,West,6.38
TARTAN,2006,Strabane,Tyrone,West,6.59
PUBLICAN,2006,Strabane,Tyrone,West,7.32
QUENCH,2006,Strabane,Tyrone,West,7.22
TAPHOUSE,2006,Strabane,Tyrone,West,6.89
PRAGUE,2006,Strabane,Tyrone,West,7.31
OPTIC,2006,Crossnacreevy,Down,West,6.11
RIVIERA,2006,Crossnacreevy,Down,West,5.57
STATIC,2006,Crossnacreevy,Down,West,5.95
COCKTAIL,2006,Crossnacreevy,Down,West,6
NFC_TIPPLE,2006,Crossnacreevy,Down,West,6.17
CHALICE,2006,Crossnacreevy,Down,West,NA
DECANTER,2006,Crossnacreevy,Down,West,NA
CELLAR,2006,Crossnacreevy,Down,West,NA
PEWTER,2006,Crossnacreevy,Down,West,NA
SPIRE,2006,Crossnacreevy,Down,West,NA
KIRSTY,2006,Crossnacreevy,Down,West,5.98
TROON,2006,Crossnacreevy,Down,West,6.24
CARAFE,2006,Crossnacreevy,Down,West,NA
DOYEN,2006,Crossnacreevy,Down,West,5.95
REBECCA,2006,Crossnacreevy,Down,West,6.38
POWER,2006,Crossnacreevy,Down,West,6.31
HENLEY,2006,Crossnacreevy,Down,West,NA
WESTMINSTER,2006,Crossnacreevy,Down,West,6.51
OXBRIDGE,2006,Crossnacreevy,Down,West,NA
TOCADA,2006,Crossnacreevy,Down,West,6.63
WAGGON,2006,Crossnacreevy,Down,West,6.06
WICKET,2006,Crossnacreevy,Down,West,5.74
APPALOOSA,2006,Crossnacreevy,Down,West,6.51
POKER,2006,Crossnacreevy,Down,West,6.53
TARTAN,2006,Crossnacreevy,Down,West,5.96
PUBLICAN,2006,Crossnacreevy,Down,West,6.23
QUENCH,2006,Crossnacreevy,Down,West,6.25
TAPHOUSE,2006,Crossnacreevy,Down,West,6.09
PRAGUE,2006,Crossnacreevy,Down,West,6.38
OPTIC,2006,Sancton,East Yorkshire,East,6.23
RIVIERA,2006,Sancton,East Yorkshire,East,5.51
STATIC,2006,Sancton,East Yorkshire,East,6.1
COCKTAIL,2006,Sancton,East Yorkshire,East,6.21
NFC_TIPPLE,2006,Sancton,East Yorkshire,East,6.3
CHALICE,2006,Sancton,East Yorkshire,East,NA
DECANTER,2006,Sancton,East Yorkshire,East,NA
CELLAR,2006,Sancton,East Yorkshire,East,6.34
PEWTER,2006,Sancton,East Yorkshire,East,NA
SPIRE,2006,Sancton,East Yorkshire,East,NA
KIRSTY,2006,Sancton,East Yorkshire,East,NA
TROON,2006,Sancton,East Yorkshire,East,6.38
CARAFE,2006,Sancton,East Yorkshire,East,NA
DOYEN,2006,Sancton,East Yorkshire,East,5.16
REBECCA,2006,Sancton,East Yorkshire,East,NA
POWER,2006,Sancton,East Yorkshire,East,6.17
HENLEY,2006,Sancton,East Yorkshire,East,NA
WESTMINSTER,2006,Sancton,East Yorkshire,East,5.61
OXBRIDGE,2006,Sancton,East Yorkshire,East,5.94
TOCADA,2006,Sancton,East Yorkshire,East,6.31
WAGGON,2006,Sancton,East Yorkshire,East,6.23
WICKET,2006,Sancton,East Yorkshire,East,5.48
APPALOOSA,2006,Sancton,East Yorkshire,East,5.96
POKER,2006,Sancton,East Yorkshire,East,6.12
TARTAN,2006,Sancton,East Yorkshire,East,6.21
PUBLICAN,2006,Sancton,East Yorkshire,East,6.18
QUENCH,2006,Sancton,East Yorkshire,East,6.07
TAPHOUSE,2006,Sancton,East Yorkshire,East,5.99
PRAGUE,2006,Sancton,East Yorkshire,East,5.87
OPTIC,2006,Laurencekirk,Aberdeenshire,North,5.67
RIVIERA,2006,Laurencekirk,Aberdeenshire,North,5.61
STATIC,2006,Laurencekirk,Aberdeenshire,North,5.38
COCKTAIL,2006,Laurencekirk,Aberdeenshire,North,5.81
NFC_TIPPLE,2006,Laurencekirk,Aberdeenshire,North,5.94
CHALICE,2006,Laurencekirk,Aberdeenshire,North,4.83
DECANTER,2006,Laurencekirk,Aberdeenshire,North,4.96
CELLAR,2006,Laurencekirk,Aberdeenshire,North,5.36
PEWTER,2006,Laurencekirk,Aberdeenshire,North,NA
SPIRE,2006,Laurencekirk,Aberdeenshire,North,NA
KIRSTY,2006,Laurencekirk,Aberdeenshire,North,NA
TROON,2006,Laurencekirk,Aberdeenshire,North,5.25
CARAFE,2006,Laurencekirk,Aberdeenshire,North,NA
DOYEN,2006,Laurencekirk,Aberdeenshire,North,5.59
REBECCA,2006,Laurencekirk,Aberdeenshire,North,5.88
POWER,2006,Laurencekirk,Aberdeenshire,North,5.9
HENLEY,2006,Laurencekirk,Aberdeenshire,North,NA
WESTMINSTER,2006,Laurencekirk,Aberdeenshire,North,5.58
OXBRIDGE,2006,Laurencekirk,Aberdeenshire,North,5.79
TOCADA,2006,Laurencekirk,Aberdeenshire,North,6.02
WAGGON,2006,Laurencekirk,Aberdeenshire,North,5.49
WICKET,2006,Laurencekirk,Aberdeenshire,North,6.02
APPALOOSA,2006,Laurencekirk,Aberdeenshire,North,5.94
POKER,2006,Laurencekirk,Aberdeenshire,North,5.81
TARTAN,2006,Laurencekirk,Aberdeenshire,North,5.19
PUBLICAN,2006,Laurencekirk,Aberdeenshire,North,6.11
QUENCH,2006,Laurencekirk,Aberdeenshire,North,6.04
TAPHOUSE,2006,Laurencekirk,Aberdeenshire,North,5.91
PRAGUE,2006,Laurencekirk,Aberdeenshire,North,5.91
OPTIC,2006,Dyce,City of Aberdeen,North,5.17
RIVIERA,2006,Dyce,City of Aberdeen,North,5.69
STATIC,2006,Dyce,City of Aberdeen,North,5.38
COCKTAIL,2006,Dyce,City of Aberdeen,North,5.22
NFC_TIPPLE,2006,Dyce,City of Aberdeen,North,5.65
CHALICE,2006,Dyce,City of Aberdeen,North,5.33
DECANTER,2006,Dyce,City of Aberdeen,North,4.98
CELLAR,2006,Dyce,City of Aberdeen,North,NA
PEWTER,2006,Dyce,City of Aberdeen,North,NA
SPIRE,2006,Dyce,City of Aberdeen,North,NA
KIRSTY,2006,Dyce,City of Aberdeen,North,NA
TROON,2006,Dyce,City of Aberdeen,North,5.23
CARAFE,2006,Dyce,City of Aberdeen,North,NA
DOYEN,2006,Dyce,City of Aberdeen,North,5.49
REBECCA,2006,Dyce,City of Aberdeen,North,5.74
POWER,2006,Dyce,City of Aberdeen,North,5.61
HENLEY,2006,Dyce,City of Aberdeen,North,NA
WESTMINSTER,2006,Dyce,City of Aberdeen,North,5.65
OXBRIDGE,2006,Dyce,City of Aberdeen,North,5.33
TOCADA,2006,Dyce,City of Aberdeen,North,6.01
WAGGON,2006,Dyce,City of Aberdeen,North,6.27
WICKET,2006,Dyce,City of Aberdeen,North,5.66
APPALOOSA,2006,Dyce,City of Aberdeen,North,5.59
POKER,2006,Dyce,City of Aberdeen,North,NA
TARTAN,2006,Dyce,City of Aberdeen,North,4.99
PUBLICAN,2006,Dyce,City of Aberdeen,North,6.12
QUENCH,2006,Dyce,City of Aberdeen,North,6.36
TAPHOUSE,2006,Dyce,City of Aberdeen,North,5.76
PRAGUE,2006,Dyce,City of Aberdeen,North,5.9
OPTIC,2006,Coaltown of Balgonie,Fife,North,8.01
RIVIERA,2006,Coaltown of Balgonie,Fife,North,8.45
STATIC,2006,Coaltown of Balgonie,Fife,North,7.96
COCKTAIL,2006,Coaltown of Balgonie,Fife,North,8.14
NFC_TIPPLE,2006,Coaltown of Balgonie,Fife,North,8.43
CHALICE,2006,Coaltown of Balgonie,Fife,North,7.97
DECANTER,2006,Coaltown of Balgonie,Fife,North,7.84
CELLAR,2006,Coaltown of Balgonie,Fife,North,NA
PEWTER,2006,Coaltown of Balgonie,Fife,North,NA
SPIRE,2006,Coaltown of Balgonie,Fife,North,NA
KIRSTY,2006,Coaltown of Balgonie,Fife,North,NA
TROON,2006,Coaltown of Balgonie,Fife,North,8.19
CARAFE,2006,Coaltown of Balgonie,Fife,North,NA
DOYEN,2006,Coaltown of Balgonie,Fife,North,8.28
REBECCA,2006,Coaltown of Balgonie,Fife,North,8
POWER,2006,Coaltown of Balgonie,Fife,North,8.41
HENLEY,2006,Coaltown of Balgonie,Fife,North,NA
WESTMINSTER,2006,Coaltown of Balgonie,Fife,North,8.07
OXBRIDGE,2006,Coaltown of Balgonie,Fife,North,7.89
TOCADA,2006,Coaltown of Balgonie,Fife,North,8.22
WAGGON,2006,Coaltown of Balgonie,Fife,North,8.69
WICKET,2006,Coaltown of Balgonie,Fife,North,8.98
APPALOOSA,2006,Coaltown of Balgonie,Fife,North,8.06
POKER,2006,Coaltown of Balgonie,Fife,North,NA
TARTAN,2006,Coaltown of Balgonie,Fife,North,7.65
PUBLICAN,2006,Coaltown of Balgonie,Fife,North,8.31
QUENCH,2006,Coaltown of Balgonie,Fife,North,8.72
TAPHOUSE,2006,Coaltown of Balgonie,Fife,North,8.93
PRAGUE,2006,Coaltown of Balgonie,Fife,North,8.54
OPTIC,2006,St Boswells,Scottish Borders,North,6.77
RIVIERA,2006,St Boswells,Scottish Borders,North,7.66
STATIC,2006,St Boswells,Scottish Borders,North,7.46
COCKTAIL,2006,St Boswells,Scottish Borders,North,8.14
NFC_TIPPLE,2006,St Boswells,Scottish Borders,North,8.37
CHALICE,2006,St Boswells,Scottish Borders,North,7.06
DECANTER,2006,St Boswells,Scottish Borders,North,7.43
CELLAR,2006,St Boswells,Scottish Borders,North,NA
PEWTER,2006,St Boswells,Scottish Borders,North,NA
SPIRE,2006,St Boswells,Scottish Borders,North,NA
KIRSTY,2006,St Boswells,Scottish Borders,North,NA
TROON,2006,St Boswells,Scottish Borders,North,7.01
CARAFE,2006,St Boswells,Scottish Borders,North,NA
DOYEN,2006,St Boswells,Scottish Borders,North,7.39
REBECCA,2006,St Boswells,Scottish Borders,North,7.99
POWER,2006,St Boswells,Scottish Borders,North,7.63
HENLEY,2006,St Boswells,Scottish Borders,North,NA
WESTMINSTER,2006,St Boswells,Scottish Borders,North,7.18
OXBRIDGE,2006,St Boswells,Scottish Borders,North,7.53
TOCADA,2006,St Boswells,Scottish Borders,North,7.99
WAGGON,2006,St Boswells,Scottish Borders,North,8.29
WICKET,2006,St Boswells,Scottish Borders,North,7.92
APPALOOSA,2006,St Boswells,Scottish Borders,North,7.66
POKER,2006,St Boswells,Scottish Borders,North,NA
TARTAN,2006,St Boswells,Scottish Borders,North,7.22
PUBLICAN,2006,St Boswells,Scottish Borders,North,7.84
QUENCH,2006,St Boswells,Scottish Borders,North,7.82
TAPHOUSE,2006,St Boswells,Scottish Borders,North,7.62
PRAGUE,2006,St Boswells,Scottish Borders,North,7.54
OPTIC,2006,Horncastle,Lincolnshire,East,6.85
RIVIERA,2006,Horncastle,Lincolnshire,East,6.89
STATIC,2006,Horncastle,Lincolnshire,East,6.94
COCKTAIL,2006,Horncastle,Lincolnshire,East,6.75
NFC_TIPPLE,2006,Horncastle,Lincolnshire,East,7.12
CHALICE,2006,Horncastle,Lincolnshire,East,NA
DECANTER,2006,Horncastle,Lincolnshire,East,NA
CELLAR,2006,Horncastle,Lincolnshire,East,7.06
PEWTER,2006,Horncastle,Lincolnshire,East,NA
